"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Europe & Central Asia (excluding high income)","ECA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","38.7021152293627","39.3207644806972","39.9323705283941","40.5435061565799","41.1562774152946","41.799776759461","42.4800628793958","43.1783090629227","43.8771748758336","44.5705573022749","45.2577981018052","45.8953424483014","46.4921080328241","47.0841445032669","47.6695232413567","48.2128360125637","48.7141185278921","49.1918256922057","49.6673022506302","50.1051068162352","50.495900474325","51.1294253062017","51.8428179738707","52.5568593013402","53.2767948170889","53.9637109236398","54.5623936858157","55.1175452184096","55.6699744082895","56.1294969712327","56.4927476026318","56.7257182743949","56.9096031784806","57.1054333787151","57.280901459371","57.4436700759071","57.5990531704674","57.762505565426","57.9421177193462","58.140260811789","58.3666591945727","58.6209775355286","58.913248330494","59.2249325901427","59.5415478617923","59.8615334531593","60.1832466998389","60.484626742263","60.8097209766359","61.1348068231508","61.4519143883621","61.7326506199102","61.9656250023103","62.1908557834385","62.4124312631","62.6318175737991","62.8526598744631","63.0728825951758","63.3013485933657","63.5381802571839","63.7631153787727","63.9919790909835","64.169725876266","64.3256308045369","64.5629774408213",
"Europe & Central Asia","ECS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.553158388981","56.0815539558601","56.608387067846","57.1606311646178","57.7116872718099","58.2714178777039","58.8284756694205","59.3714978423662","59.8960320214994","60.3908609619173","60.8808696480032","61.3551372579754","61.8177988250414","62.2682874560277","62.7089680668784","63.1166013337479","63.4982082315867","63.8825021103974","64.2714301018171","64.6253687500748","64.9328663633894","65.2722918593574","65.5756526282047","65.8613064427928","66.1363935183147","66.4014243571034","66.6607042905936","66.9403121507168","67.2191909207101","67.4173572425818","67.5617149596775","67.6950459424704","67.8061315166817","67.9120234110694","68.0232136109501","68.1327712809994","68.2368672044038","68.3436208499154","68.455044818935","68.5714218019653","68.6999129390518","68.8544702516437","69.0540819801949","69.2634193650142","69.475618767895","69.6905206649959","69.9044563599283","70.1216093273013","70.3352580229127","70.540609283588","70.742327971398","70.9254293147007","71.0995802377693","71.2714715683547","71.4427438586557","71.6193597607359","71.8018319488657","71.987006547281","72.1787895688215","72.378819157659","72.5846286655557","72.7998575512773","73.0396201290606","73.2834861739531","73.5167743020799",
"Ecuador","ECU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","33.878","34.466","35.06","35.606","36.122","36.64","37.162","37.686","38.215","38.744","39.278","39.813","40.352","40.892","41.457","42.363","43.276","44.191","45.111","46.034","46.961","47.888","48.818","49.658","50.438","51.215","51.993","52.769","53.546","54.318","55.09","55.709","56.226","56.74","57.254","57.766","58.277","58.785","59.291","59.796","60.299","60.799","61.118","61.316","61.514","61.711","61.907","62.104","62.3","62.495","62.69","62.851","62.988","63.125","63.261","63.398","63.534","63.67","63.821","63.986","64.166","64.361","64.57","64.792","65.029",
"Egypt, Arab Rep.","EGY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","37.864","38.272","38.624","38.977","39.331","39.686","40.042","40.399","40.758","41.117","41.477","41.838","42.2","42.563","42.926","43.291","43.656","43.81","43.826","43.842","43.858","43.874","43.89","43.906","43.922","43.938","43.954","43.877","43.744","43.611","43.478","43.345","43.212","43.079","42.946","42.814","42.681","42.658","42.704","42.75","42.797","42.843","42.889","42.935","42.981","43.027","43.073","43.078","43.058","43.039","43.019","43","42.946","42.893","42.839","42.785","42.732","42.705","42.704","42.73","42.783","42.862","42.967","43.1","43.258",
"Euro area","EMU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.5989140348379","62.082395574484","62.5793427740466","63.1427769796598","63.7050412705651","64.2652682259879","64.8233339967682","65.3746341185727","65.8796331122695","66.3105174485487","66.7318813150293","67.1322516674239","67.4728390536132","67.7915966815168","68.0988628072456","68.3584713668916","68.5868897414306","68.836245796136","69.0873303994695","69.3369727205215","69.5853305174869","69.8303281520472","69.9870959150214","70.0987145868906","70.1699020015188","70.2259740203888","70.3183838886429","70.4894710909138","70.651688921255","70.7637966481984","70.91489369651","71.0869764235838","71.245533806601","71.4103461896313","71.591092123119","71.7723044852666","71.9535595313909","72.1299808095528","72.3031613141413","72.4819824222129","72.674521459245","72.8906265942551","73.1337517593937","73.3835527488815","73.6282526962228","73.8702765468753","74.1071888850381","74.335325070015","74.5609913920847","74.7874335901435","75.0167628883867","75.2411698356353","75.4569184847163","75.6755763098784","75.8877298191384","76.1029415532991","76.3197588251561","76.5414998212393","76.7633481741657","76.9997231691574","77.2349813593651","77.4716240507127","77.7126830118197","77.9560411264664","78.2047154149856",
"Eritrea","ERI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","9.799","10.114","10.438","10.772","11.115","11.466","11.828","12.2","12.358","12.517","12.678","12.841","13.006","13.173","13.341","13.511","13.684","13.857","14.033","14.211","14.39","14.572","14.755","14.94","15.182","15.757","16.351","16.962","17.592","18.239","18.905","19.59","20.294","21.015","21.755","22.514","23.293","24.088","24.903","25.735","26.587","27.455","28.341","29.244","30.164","31.099","32.051","33.017","34","34.585","35.175","35.771","36.372","36.979","37.59","38.206","38.827","39.451","40.08","40.712","41.347","41.985","42.625","43.267","43.911",
"Spain","ESP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","56.567","57.303","58.308","59.306","60.298","61.278","62.251","63.214","64.168","65.108","66.038","66.848","67.541","68.224","68.901","69.57","70.231","70.883","71.527","72.162","72.789","73.279","73.515","73.749","73.982","74.213","74.444","74.673","74.9","75.126","75.351","75.528","75.61","75.692","75.774","75.856","75.938","76.019","76.1","76.181","76.262","76.343","76.533","76.778","77.022","77.263","77.502","77.74","77.976","78.21","78.442","78.673","78.902","79.133","79.366","79.602","79.84","80.08","80.321","80.565","80.81","81.056","81.304","81.552","81.802",
"Estonia","EST","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","57.533","58.304","59.072","59.836","60.596","61.348","62.097","62.839","63.577","64.307","64.947","65.483","66.017","66.545","67.069","67.589","68.106","68.617","69.124","69.497","69.711","69.924","70.136","70.347","70.558","70.767","70.975","71.183","71.39","71.415","71.231","71.046","70.86","70.674","70.487","70.3","70.111","69.923","69.733","69.543","69.368","69.242","69.116","68.989","68.862","68.735","68.607","68.479","68.351","68.223","68.094","67.965","67.974","68.122","68.269","68.416","68.563","68.717","68.88","69.051","69.229","69.415","69.609","69.81","70.019",
"Ethiopia","ETH","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.433","6.65","6.874","7.104","7.342","7.587","7.84","8.1","8.26","8.422","8.588","8.756","8.928","9.102","9.279","9.46","9.644","9.83","10.02","10.214","10.41","10.61","10.813","11.02","11.232","11.453","11.679","11.909","12.143","12.38","12.621","12.867","13.116","13.37","13.627","13.827","14.006","14.186","14.369","14.553","14.74","14.927","15.118","15.31","15.504","15.7","15.899","16.116","16.51","16.91","17.319","17.735","18.16","18.575","18.998","19.428","19.866","20.31","20.763","21.225","21.695","22.174","22.661","23.157","23.661",
"European Union","EUU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.6838548055159","59.2224468313471","59.7572790831742","60.3414249783147","60.9248157856746","61.5109841402173","62.0811688016023","62.6189616255052","63.1227916191935","63.5757658671769","64.0228377372326","64.4693494121661","64.8804945531598","65.2728830434736","65.6528474640996","65.9889780823305","66.2960151245066","66.6229670648396","66.9591162642209","67.2832582573038","67.5919957662218","67.8645829147078","68.060299597732","68.2235273066637","68.3568033021609","68.4798656157017","68.6302291375086","68.8393716267253","69.0445031634795","69.1991049638757","69.3690920054438","69.5590006501877","69.7158907976041","69.8456835061612","69.9860393033238","70.1268366665122","70.2668131567703","70.4015256475471","70.533151845158","70.6697632296034","70.8257617510047","71.0122593876759","71.2401628189884","71.4619792178923","71.6797455781348","71.897994774521","72.1140855435958","72.3331564783875","72.5510340245521","72.7585269115746","72.9664289080433","73.1608223836712","73.3498260906621","73.5388052677658","73.7231874097275","73.9141353825646","74.1111569045568","74.3137180838517","74.5212870645992","74.7405842986022","74.9759872159918","75.2201807496595","75.4620574704142","75.7038805325455","75.949283176978",
"Fragile and conflict affected situations","FCS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.2405728418584","22.673126420747","23.1025486075691","23.5411765295412","23.9786230219244","24.4418760565968","24.9024715679625","25.3658423849483","25.8205460420394","26.274349168387","26.7142878756453","27.176964850402","27.6375667269138","28.0749125307472","28.4538674628548","28.8305271997231","29.1984372486992","29.5618431375992","29.9156480707927","30.2612335077995","30.6464568023019","31.0887016142696","31.4818028949582","31.8960239564836","32.3715292027542","32.8488852312121","33.3357453663907","33.8253970874011","34.283673357212","34.6861397101002","35.1732040413618","35.4192260571769","35.6697487714404","35.916746261391","36.0811438392806","36.2173923810698","36.391552564702","36.5790281022391","36.7641634950648","36.9575140262642","37.1691912917702","37.4540643186163","37.7155534815033","37.9791887221475","38.25502259884","38.5403322301542","38.8139538806159","39.0465050357355","39.3944970504354","39.7494228049932","40.1115303645567","40.4284190361875","40.744224534","41.0947458588812","41.4493013991037","41.8328369417415","42.2140242756675","42.5843185313941","42.927213828579","43.2680779543801","43.6394229966267","44.0421070914078","44.401646495307","44.7685871271884","45.2208730066018",
"Finland","FIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.29","56.321","57.162","57.998","58.832","59.658","60.48","61.295","62.106","62.908","63.704","64.523","65.366","66.197","67.019","67.831","68.634","69.423","70.202","70.97","71.727","72.528","73.373","74.202","75.015","75.808","76.567","77.291","78","78.691","79.367","79.843","80.128","80.409","80.688","80.963","81.223","81.466","81.707","81.946","82.183","82.368","82.503","82.638","82.772","82.905","83.037","83.168","83.299","83.429","83.77","84.313","84.841","85.125","85.175","85.225","85.275","85.325","85.382","85.446","85.517","85.596","85.681","85.773","85.872",
"Fiji","FJI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.681","30.248","30.823","31.403","31.991","32.582","33.18","33.604","33.987","34.371","34.758","35.147","35.538","35.93","36.324","36.721","37.119","37.319","37.469","37.619","37.769","37.919","38.07","38.221","38.372","38.523","38.675","39.327","40.085","40.845","41.611","42.381","43.156","43.933","44.713","45.496","46.282","46.732","47.123","47.515","47.908","48.3","48.692","49.085","49.479","49.871","50.264","50.657","51.146","51.658","52.171","52.683","53.196","53.706","54.216","54.726","55.235","55.742","56.248","56.75","57.247","57.74","58.229","58.713","59.192",
"France","FRA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.88","62.607","63.489","64.702","65.898","67.071","68.225","69.357","70.238","70.648","71.055","71.459","71.86","72.256","72.65","72.926","72.997","73.068","73.14","73.211","73.282","73.352","73.425","73.5","73.575","73.65","73.725","73.8","73.875","73.95","74.056","74.229","74.401","74.572","74.743","74.912","75.082","75.25","75.417","75.614","75.871","76.127","76.38","76.632","76.883","77.13","77.377","77.621","77.868","78.117","78.369","78.622","78.878","79.135","79.394","79.655","79.917","80.18","80.444","80.709","80.975","81.242","81.509","81.777","82.044",
"Faroe Islands","FRO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","21.383","22.141","22.962","23.805","24.669","25.553","26.328","26.723","27.122","27.524","27.951","28.417","28.888","29.362","29.842","30.326","30.815","31.307","31.355","31.27","31.186","31.101","31.017","30.933","30.849","30.766","30.682","30.598","30.515","30.432","30.594","31.154","31.872","32.596","33.33","34.071","34.822","35.354","35.654","35.86","36.337","37.175","38.022","38.714","39.247","39.781","40.147","40.341","40.536","40.731","40.926","41.088","41.225","41.363","41.501","41.638","41.777","41.914","42.064","42.225","42.398","42.583","42.779","42.987","43.206",
"Micronesia, Fed. Sts.","FSM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.312","22.553","22.797","23.042","23.289","23.537","23.788","24.04","24.295","24.551","24.808","25.068","25.33","25.593","25.741","25.858","25.975","26.092","26.209","26.327","26.445","26.417","26.35","26.283","26.216","26.149","26.083","26.016","25.95","25.884","25.818","25.752","25.686","25.62","25.554","25.068","24.473","23.889","23.314","22.749","22.33","22.33","22.33","22.33","22.33","22.33","22.324","22.317","22.311","22.305","22.298","22.305","22.324","22.355","22.399","22.456","22.526","22.608","22.703","22.812","22.933","23.068","23.217","23.379","23.555",
"Gabon","GAB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.398","18.33","19.594","20.923","22.318","23.775","25.297","26.883","28.533","30.237","32","34.082","36.231","38.43","40.681","42.971","45.295","47.633","49.985","52.337","54.682","57","58.372","59.73","61.076","62.402","63.711","65","66.412","67.792","69.143","70.462","71.749","72.999","73.921","74.797","75.654","76.49","77.306","78.102","78.879","79.633","80.368","81.083","81.778","82.452","83.107","83.742","84.359","84.955","85.533","86.092","86.634","87.156","87.651","88.118","88.559","88.976","89.37","89.741","90.092","90.423","90.735","91.029","91.307",
"United Kingdom","GBR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","78.444","78.374","78.237","78.099","77.96","77.821","77.682","77.541","77.4","77.259","77.117","77.03","77.195","77.358","77.521","77.683","77.844","78.005","78.164","78.323","78.481","78.588","78.539","78.489","78.44","78.39","78.34","78.29","78.24","78.19","78.14","78.112","78.172","78.232","78.293","78.353","78.413","78.472","78.532","78.591","78.651","78.751","79.047","79.339","79.629","79.915","80.199","80.479","80.757","81.031","81.302","81.57","81.837","82.102","82.365","82.626","82.886","83.143","83.398","83.652","83.903","84.152","84.398","84.642","84.884",
"Georgia","GEO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","43.069","43.559","44.051","44.544","45.039","45.534","46.03","46.527","47.025","47.522","48.006","48.474","48.942","49.409","49.876","50.344","50.812","51.279","51.747","52.156","52.497","52.836","53.176","53.516","53.855","54.194","54.532","54.87","55.208","55.277","55.038","54.799","54.559","54.32","54.08","53.841","53.6","53.36","53.12","52.879","52.638","52.398","52.441","52.83","53.218","53.605","53.992","54.379","54.765","55.15","55.535","55.919","56.303","56.685","57.067","57.448","57.837","58.231","58.632","59.039","59.453","59.872","60.297","60.727","61.162",
"Ghana","GHA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.252","23.797","24.352","24.915","25.488","26.067","26.656","27.254","27.86","28.473","28.958","29.174","29.392","29.61","29.829","30.049","30.27","30.492","30.714","30.938","31.163","31.388","31.614","31.842","32.209","32.896","33.591","34.293","35.004","35.719","36.441","37.17","37.905","38.644","39.39","40.14","40.896","41.654","42.418","43.184","43.929","44.601","45.275","45.951","46.63","47.308","47.988","48.669","49.351","50.031","50.713","51.394","52.073","52.748","53.419","54.086","54.749","55.407","56.06","56.707","57.349","57.985","58.615","59.238","59.854",
"Gibraltar","GIB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Guinea","GIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.472","10.936","11.418","11.919","12.439","12.978","13.537","14.116","14.716","15.336","15.977","16.641","17.327","18.033","18.763","19.515","20.291","21.087","21.907","22.75","23.617","24.503","25.414","26.072","26.346","26.621","26.898","27.178","27.459","27.741","28.026","28.312","28.601","28.89","29.182","29.475","29.77","30.052","30.323","30.595","30.869","31.144","31.42","31.698","31.977","32.257","32.539","32.822","33.106","33.391","33.678","33.966","34.255","34.545","34.836","35.141","35.46","35.793","36.14","36.5","36.875","37.264","37.668","38.085","38.517",
"Gambia, The","GMB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.129","12.331","12.535","12.862","13.677","14.533","15.433","16.379","17.373","18.41","19.496","20.63","21.814","22.941","23.675","24.426","25.193","25.974","26.772","27.585","28.414","29.256","30.113","31.008","32.007","33.019","34.049","35.094","36.155","37.226","38.312","39.41","40.52","41.586","42.472","43.362","44.258","45.155","46.057","46.961","47.868","48.775","49.683","50.555","51.288","52.02","52.751","53.481","54.211","54.937","55.662","56.384","57.105","57.82","58.528","59.228","59.918","60.599","61.27","61.931","62.582","63.222","63.852","64.472","65.08",
"Guinea-Bissau","GNB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.6","13.747","13.895","14.045","14.197","14.349","14.503","14.658","14.815","14.972","15.132","15.293","15.455","15.618","15.783","15.95","16.118","16.287","16.457","16.77","17.804","18.883","20.013","21.194","22.426","23.704","25.034","26.413","27.841","29.312","30.83","32.39","33.271","33.635","34.002","34.371","34.742","35.114","35.488","35.865","36.243","36.622","37.004","37.387","37.772","38.157","38.545","38.934","39.325","39.716","40.111","40.508","40.908","41.31","41.715","42.123","42.533","42.945","43.36","43.777","44.196","44.617","45.041","45.466","45.893",
"Equatorial Guinea","GNQ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","25.537","26.144","26.234","26.323","26.413","26.502","26.592","26.682","26.773","26.863","26.954","27.045","27.136","27.227","27.319","27.41","27.502","27.594","27.687","27.779","27.872","27.965","28.058","28.151","29.028","29.94","30.871","31.817","32.78","33.755","34.745","35.748","36.766","37.792","38.831","40.494","42.187","43.893","45.616","47.35","49.092","50.832","52.573","54.307","56.033","57.74","59.431","61.1","62.745","64.358","65.94","67.488","69","69.544","70.083","70.616","71.138","71.646","72.143","72.627","73.1","73.561","74.01","74.448","74.874",
"Greece","GRC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.936","56.453","57.34","58.222","59.099","59.969","60.833","61.691","62.543","63.385","64.22","64.951","65.454","65.952","66.448","66.94","67.429","67.912","68.393","68.87","69.343","69.746","69.94","70.134","70.327","70.518","70.709","70.9","71.09","71.279","71.467","71.635","71.757","71.878","71.998","72.119","72.239","72.358","72.478","72.597","72.716","72.913","73.303","73.689","74.073","74.452","74.827","75.199","75.568","75.932","76.292","76.649","77.004","77.355","77.702","78.046","78.387","78.724","79.058","79.388","79.715","80.038","80.357","80.673","80.984",
"Grenada","GRD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.332","30.519","30.707","30.895","31.085","31.274","31.465","31.656","31.848","32.04","32.212","32.281","32.351","32.421","32.491","32.561","32.631","32.701","32.771","32.841","32.912","32.978","33.028","33.078","33.128","33.177","33.227","33.277","33.327","33.377","33.427","33.503","33.744","33.985","34.227","34.47","34.714","34.959","35.204","35.45","35.698","35.919","35.913","35.907","35.901","35.895","35.889","35.883","35.877","35.871","35.865","35.859","35.869","35.896","35.938","35.997","36.072","36.164","36.272","36.396","36.537","36.694","36.868","37.059","37.267",
"Greenland","GRL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.534","59.806","61.406","62.983","64.534","66.05","67.491","68.853","70.186","71.481","72.744","73.433","73.675","73.914","74.152","74.389","74.625","74.966","75.355","75.74","76.121","76.497","76.869","77.237","77.602","77.961","78.317","78.668","79.016","79.359","79.698","80.033","80.301","80.503","80.703","80.902","81.1","81.226","81.351","81.476","81.6","81.849","82.095","82.338","82.58","82.858","83.172","83.482","83.787","84.087","84.383","84.755","85.2","85.551","85.813","86.071","86.326","86.574","86.816","87.052","87.282","87.507","87.727","87.94","88.149",
"Guatemala","GTM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","31.121","31.768","32.424","33.086","33.682","33.989","34.298","34.608","34.919","35.232","35.545","35.861","36.177","36.494","36.809","37.125","37.443","37.762","38.081","38.402","38.724","39.047","39.37","39.695","40.021","40.347","40.674","41.002","41.332","41.661","41.992","42.323","42.655","42.987","43.32","43.654","43.989","44.323","44.659","44.995","45.332","45.668","46.005","46.318","46.616","46.913","47.21","47.508","47.807","48.104","48.403","48.701","49","49.311","49.634","49.971","50.319","50.68","51.054","51.439","51.836","52.245","52.666","53.098","53.542",
"Guam","GUM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.147","51.23","52.314","53.396","54.475","55.548","56.617","57.68","58.738","59.784","61.92","67.153","71.999","76.371","80.252","83.632","86.534","88.983","91.036","92.737","93.753","93.491","93.219","92.937","92.643","92.339","92.023","91.695","91.354","91.002","90.796","91.061","91.32","91.571","91.816","92.055","92.287","92.513","92.733","92.946","93.129","93.233","93.334","93.435","93.534","93.631","93.727","93.822","93.916","94.008","94.099","94.188","94.277","94.364","94.449","94.534","94.617","94.699","94.78","94.859","94.938","95.015","95.091","95.166","95.24",
"Guyana","GUY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.009","29.049","29.089","29.129","29.169","29.209","29.249","29.289","29.329","29.369","29.425","29.533","29.641","29.75","29.858","29.967","30.076","30.186","30.295","30.405","30.488","30.396","30.305","30.215","30.124","30.033","29.943","29.853","29.763","29.673","29.583","29.493","29.404","29.315","29.226","29.137","29.048","28.959","28.871","28.782","28.694","28.606","28.518","28.307","28.064","27.822","27.582","27.343","27.105","26.869","26.634","26.4","26.4","26.4","26.414","26.441","26.482","26.538","26.606","26.689","26.786","26.897","27.022","27.162","27.316",
"High income","HIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.3881844370619","61.9478269176498","62.5112958452611","63.0885003735131","63.6655383377181","64.2395674469322","64.8009552542808","65.3687915969866","65.9219389944068","66.4491829784392","66.9593542215777","67.420154232202","67.8495811790658","68.2701376957862","68.6858354682862","69.0872460981536","69.4381242038612","69.7841804985595","70.1347449434895","70.4675221831642","70.7815119902142","71.1117331759453","71.4048793699514","71.6810694002322","71.9450144945252","72.2047847323432","72.4886056563927","72.7974258701768","73.0962037989182","73.3462470824798","73.5709038561538","73.8198499338839","74.0555189250114","74.2730710267601","74.4922157839919","74.7107846167856","74.9215613556474","75.1219856014955","75.3209831759016","75.5194394451946","75.7159104606567","76.0217333975495","76.3770316647447","76.7142748013634","77.0421768823531","77.3601853804245","77.6555109257519","77.9419987843462","78.2197380662393","78.4817631800137","78.730290968659","78.9234665090901","79.0924332402722","79.2656707284999","79.4387061186541","79.6164028862012","79.7971842507954","79.9779465106785","80.1568320346379","80.3466412738277","80.5443858638507","80.732211145294","80.941962138335","81.1614698861601","81.3822975288008",
"Hong Kong SAR, China","HKG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","85.2","85.293","85.582","85.867","86.147","86.422","86.692","86.958","87.22","87.476","87.729","88.039","88.474","88.894","89.301","89.695","90.077","90.445","90.801","91.145","91.478","91.794","92.09","92.376","92.653","92.92","94.248","96.86","98.309","99.094","99.517","99.832","99.979","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Honduras","HND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.747","23.318","23.9","24.491","25.094","25.704","26.325","26.955","27.596","28.244","28.902","29.569","30.246","30.93","31.571","32.11","32.653","33.2","33.752","34.309","34.87","35.435","36.004","36.577","37.155","37.735","38.319","38.907","39.481","39.969","40.46","40.953","41.448","41.943","42.441","42.941","43.442","43.944","44.447","44.952","45.458","45.964","46.61","47.267","47.927","48.585","49.245","49.905","50.566","51.225","51.885","52.543","53.202","53.858","54.514","55.165","55.813","56.457","57.096","57.73","58.359","58.982","59.6","60.212","60.818",
"Heavily indebted poor countries (HIPC)","HPC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.4188743674623","12.7660052269012","13.1225064275502","13.4968536853881","13.894014808605","14.3054475637109","14.7128453698059","15.1339422862543","15.5676302858936","16.0169851941923","16.4497983654086","16.8894173424512","17.3382119184104","17.7902968626254","18.2242405616068","18.6659795931818","19.114651646093","19.5627846931981","20.0278897675283","20.4325797178612","20.859071712916","21.2700857454597","21.6603073020714","22.087971103515","22.5631337912945","23.0801268893244","23.5964307652328","24.0989886190868","24.5843765172005","25.02971767809","25.4610376793832","25.8417989185358","26.2192942193122","26.5825676165241","26.9515537750486","27.293129729869","27.5518704336571","27.8343530529652","28.1348226871196","28.4385651468002","28.7512066462091","29.0997842101013","29.4405452459864","29.7848750098507","30.1319847165404","30.50070559239","30.8754644673954","31.1918387091867","31.6240989205184","32.0530756202666","32.491512966673","32.9335581402091","33.3590439921105","33.7920341062954","34.2342020425185","34.6901904052385","35.1570287833477","35.6246731078244","36.0931323349764","36.5663214736184","37.0465389661088","37.5368693810027","38.0398695478936","38.5476985045553","39.0592030211583",
"Croatia","HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.154","31.04","32.001","32.979","33.972","34.977","35.997","37.03","38.076","39.13","40.196","41.168","41.839","42.511","43.186","43.864","44.545","45.227","45.911","46.597","47.285","47.887","48.237","48.587","48.937","49.287","49.637","49.987","50.338","50.687","51.037","51.357","51.588","51.818","52.048","52.279","52.509","52.739","52.968","53.198","53.428","53.642","53.81","53.979","54.147","54.315","54.483","54.651","54.819","54.987","55.155","55.322","55.506","55.706","55.923","56.155","56.403","56.667","56.947","57.242","57.553","57.878","58.219","58.575","58.945",
"Haiti","HTI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.593","15.975","16.365","16.762","17.168","17.58","18.001","18.429","18.866","19.31","19.762","20.222","20.323","20.35","20.377","20.404","20.431","20.459","20.486","20.513","20.541","20.568","20.595","21.36","22.297","23.261","24.255","25.277","26.329","27.405","28.51","29.641","30.8","31.39","31.987","32.59","33.2","33.792","34.389","34.992","35.6","37.251","38.935","40.645","41.679","42.638","43.604","44.574","45.551","46.528","47.509","48.492","49.477","50.46","51.444","52.427","53.396","54.346","55.278","56.192","57.088","57.964","58.82","59.656","60.472",
"Hungary","HUN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.911","56.335","56.758","57.181","57.603","58.022","58.441","58.859","59.276","59.691","60.112","60.539","60.965","61.388","61.81","62.231","62.65","63.066","63.48","63.893","64.191","64.372","64.553","64.734","64.915","65.095","65.274","65.453","65.632","65.81","65.838","65.713","65.587","65.461","65.335","65.209","65.083","64.956","64.829","64.702","64.575","64.67","65.081","65.489","65.896","66.365","66.895","67.421","67.943","68.46","68.911","69.358","69.678","69.953","70.227","70.5","70.779","71.062","71.351","71.644","71.942","72.245","72.552","72.864","73.179",
"IBRD only","IBD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.0923794081669","26.6632377388361","27.1897779206435","27.665309102048","28.1495402436871","28.3715196007176","28.5833824156194","28.8095172455328","29.0322338912366","29.2460329890177","29.4504550243569","29.6657660448283","29.9244776723567","30.2258735240719","30.5732422837958","30.9314184444476","31.2814104796411","31.6383089258418","32.1096698903939","32.6870608085033","33.2669425351203","33.8633723450898","34.4403390994621","34.963962873139","35.502573601411","36.0399608895904","36.5714553747456","37.0947948483911","37.6141387039346","38.1180822912567","38.6008817767568","39.1002085291282","39.5997174427914","40.1008602035958","40.6059365330484","41.1110734585054","41.6175332059561","42.1295463678514","42.6516720993921","43.1800008997637","43.7183512473418","44.3038011635736","44.9425890080496","45.5921181600685","46.2510960003965","46.9164837158728","47.5698188024491","48.2114862583341","48.8610009971071","49.5107521258833","50.1584462571237","50.77719392999","51.3872104622612","52.0043833909345","52.6285015720936","53.249256825779","53.8630279498437","54.4730525266222","55.0771234775401","55.6730186862018","56.2572383997406","56.8369027884104","57.4051949405733","57.9586084947402","58.51006436089",
